Respondent ID,Time_in_Minutes,Q1_LA_Cnty,Q2_Follow_Sports,Q3_Three_Words_1,Q3_Three_Words_2,Q3_Three_Words_3,Q4_2024_2028,Q5_Withdrawn_Bids,Q6_Over_Budget,Q7_Overruns,Q8_Rising_Rent,Q9_Displacement,Q10_NSSE,Q11_Rank_1,Q11_Rank_2,Q11_Rank_3,Q11_Rank_4,Q11_Rank_5,Q12_Institutions_City_Council,Q12_Institutions_Trump,Q12_Institutions_USOC,Q12_Institutions_IOC,Q12_Institutions_LA2028,Q13_Impact_LA,Q14_Impact_Your_Life,Q15_Impact_Change,Q16_Supportive,Age,Gender,HH_Income,Bad_Response_Flag
10224252703,5.87,2,2,exciting,enjoyable,patriotic,3,2,3,2,4,4,1,5,4,2,1,3,3,3,3,3,3,It will bring in jobs and revitalize areas  ,3,3,4,4,1,10,0
10224252882,5.65,1,2,International,Money,Unity,1,2,2,2,4,3,2,5,2,1,4,3,2,5,2,1,2,Negative,2,3,3,3,1,7,0
10224258906,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224264900,4.98,2,3,Unity,Competition ,Pride,2,1,2,3,2,4,2,5,1,3,2,4,3,1,3,3,3,,3,2,2,3,2,8,0
10224268667,7.65,1,1,Medals,Competition ,Sports,1,2,2,2,4,4,1,4,1,3,2,5,3,2,3,3,2,"I'm not sure, I have to read about it more. Which is what I now want to do.",3,2,2,2,2,11,0
10224268978,8.22,2,1,amazing,athletes,games,1,2,4,2,4,5,4,5,2,3,1,4,3,1,3,3,3,no idea,3,3,3,5,2,5,0
10224272301,4.15,2,3,youth,strength,competition,2,2,4,2,3,4,1,5,1,2,3,4,3,1,3,3,3,"While there will be a lot of disruption, it will also bring in quite a bit of tourist $$$",2,3,3,4,2,11,0
10224273151,2.38,2,3,Five ring,World event,Sport,3,1,2,1,2,2,2,3,1,4,5,2,3,1,3,3,3,"Traffic, trash",2,2,2,3,2,8,0
10224278129,4.05,2,1,Tennis,Games,Fun,2,2,2,3,2,4,2,2,1,3,4,5,4,4,5,0,1,,,,,,,,0
10224279160,4.4,2,1,Nothing,,,1,2,5,2,5,5,5,5,1,2,3,4,3,1,3,2,2,Terrible ,3,2,1,5,2,4,0
10224280033,5.12,2,4,overrated,boring,dumpsterfire,3,1,5,2,5,5,5,1,3,2,4,5,1,0,1,1,1,it will HURT Los Angeles and the residents of Los Angeles ,1,1,1,4,2,6,0
10224280081,0.13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224282842,7.93,2,1,gymnastics,gold medals,swimming,3,2,4,3,5,5,1,5,2,3,1,4,2,2,2,2,2,a negative impact,1,1,1,5,2,3,0
10224283036,4.62,1,4,Sport,Run,Challenge,3,3,4,1,4,3,3,1,2,3,4,5,3,4,4,5,3,Made of more noticable,4,4,3,2,2,11,0
10224284977,5.93,2,4,International,Exciting,Emotional,3,1,3,2,3,4,5,5,1,2,3,4,3,1,2,2,2,"Confusion, displacement of low income people, increased taxes.",2,2,2,5,2,3,0
10224286542,41.35,2,1,Boring,Professionals,Worldwide,1,3,5,2,4,4,5,5,4,1,2,3,1,1,1,1,1,"Very little that is worth the trouble, and a lot that makes it worth not hosting.",2,3,1,3,1,4,0
10224289657,2.87,2,3,entertaining,exciting,gymnastics,2,2,,2,1,5,,,,,,,,,,,,,,,,,,,0
10224290038,4.07,1,2,Competition ,Athletes ,Country pride,2,3,3,2,4,4,4,5,1,2,3,4,3,1,4,4,4,Crowds and trash,3,2,4,3,2,5,0
10224290390,5.85,2,1,Boring,Boring,Boring,1,2,1,2,1,1,1,5,3,4,1,2,3,1,2,2,2,They’ll be broke,3,1,3,3,2,1,0
10224303515,7.1,2,1,skiing,bobsledding,ice skating,1,2,1,2,2,1,1,5,2,3,1,4,3,,4,3,3,no idea,3,2,4,5,2,11,0
10224304222,4.52,2,1,Medals,Champions,Fun,3,1,1,2,2,5,1,5,4,1,3,2,4,1,1,1,4,Increased economic activity.  Increased protests,3,3,5,3,1,10,0
10224306265,7.82,1,1,Gymnastics ,Boring ,Hmmm,1,2,1,3,3,4,3,5,2,4,3,1,3,4,3,3,0,More crime and destruction ,3,3,,,,,0
10224311971,31.37,2,4,World,Ranks,Pride,1,2,3,1,4,3,1,1,2,4,3,5,2,1,2,2,2,Bad,2,2,1,2,1,3,0
10224313940,7.88,1,1,Country,Endurance,Workout,1,2,1,2,5,5,4,5,1,2,3,4,3,3,3,3,3,It will cost the city too much money and create a recession. ,1,5,1,3,2,6,0
10224314314,5.98,2,3,Medals,Runninjg,Skating,2,2,3,2,3,4,1,,,,,,,,,,,,,,,,,,0
10224321265,2.75,1,3,USA Dream Team,Swimming,Summer,1,1,2,3,2,5,1,1,2,3,4,5,3,3,3,3,4,LA will become a mess and the amount of tourists will increase. ,5,3,5,2,1,11,0
10224322065,0.12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224324459,5.62,1,1,Global,Inspiring,Huge,2,1,5,2,5,5,5,5,3,2,1,4,,1,3,3,2,Negative with far reaching implications,2,2,1,5,2,3,0
10224332711,4.82,2,4,Competition,world event,gold,3,1,5,2,1,1,1,5,3,1,4,2,3,4,4,4,3,Heavy congestion and traffic delays  Possible terrorist attacks  Unfavorable publicity,3,2,2,4,1,10,0
10224344616,7.47,2,2,,,,2,2,1,1,3,4,1,1,2,3,4,5,3,3,3,3,3,,2,2,3,3,1,10,0
10224350999,4.58,2,1,Sports,Competition,Women,2,2,2,2,4,4,3,1,2,3,4,5,0,1,3,3,3,LA doesn’t need this clout. They’ll just lose money.,2,1,2,2,2,11,0
10224368357,4.27,2,1,Strength,Victory,Dedication,1,2,4,2,4,4,4,5,1,2,3,4,0,1,3,3,0,More tourists and traffic,3,3,2,2,2,7,0
10224374846,2.27,2,2,Medals,Games,Competition,1,2,2,3,1,1,3,,,,,,,,,,,,,,,,,,0
10224377902,3.38,1,1,Game ,Running ,Basketball ,1,3,3,2,3,3,3,1,2,3,4,5,4,4,4,4,3,Don’t know ,3,3,3,3,2,1,0
10224392738,1.68,1,3,Professional,Determined,Skilled,3,3,2,2,3,3,,,,,,,,,,,,,,,,,,,0
10224397638,6.92,1,1,Competition,Outstanding,Crowded,1,2,4,2,3,3,5,5,1,2,4,3,3,1,2,2,2,"Financial missed, increased homeless, lack of funds for education, infrastructure, other community needs",3,3,1,5,2,5,0
10224398724,5.37,2,4,Games,Medals,Results,3,1,5,1,5,5,4,2,1,3,4,5,4,4,4,4,2,It gonna bring huge impact on LA after olympics games as the prices cost of living may go lil higer,4,4,4,2,2,7,0
10224405000,2.87,1,2,That loves it it is the little things,Article about loans,Don’t be sensible about long runs🤮😂😂🧐🏠,1,2,3,2,2,2,2,1,2,3,4,5,3,3,1,5,3,How’s it going with the business with rockabilly🤢☠️🏠🤩🤣🤭☄️🎃💀👩🏾‍💼🧟‍♂️,1,2,2,3,1,1,1
10224410059,1.83,2,3,sports,athletes,running,1,2,4,2,3,3,4,1,2,3,4,5,4,3,3,3,3,"poor impact, lose money",2,3,3,2,2,3,0
10224412240,4.97,2,5,patriotic,slow,tv,2,1,2,3,4,5,1,5,1,3,2,4,0,3,4,4,0,Growth,3,3,3,5,1,11,0
10224413400,7.42,2,4,swimming,track,basketball,2,2,4,3,5,4,1,4,5,2,1,3,3,1,3,3,3,traffic routes eliminated in preparation.  clean up and getting back to normal,2,3,2,5,2,4,0
10224417301,6.8,1,2,Gold,Competition,Basketball,2,2,2,1,2,5,3,2,4,1,3,5,3,2,2,2,2,,2,2,3,3,1,4,0
10224418667,3.77,1,1,international,fun,community,2,3,4,3,5,5,5,5,1,2,4,3,3,1,0,2,0,"Rising cost of living, even worse traffic, stress on infrastructure",2,2,2,3,2,4,0
10224420432,12.42,1,1,gymnastic,swim,Track and field,1,2,4,2,3,3,1,5,2,1,4,3,3,3,3,3,3,More visitors to LA during or before the Game.  Burden on tax payers.,2,3,3,4,2,7,0
10224424184,6.88,2,4,Balance beam,Swimming ,Boxing,2,2,3,3,3,5,3,5,,4,,1,3,3,3,3,5,"Tourist attraction, theft, crime, traffic",2,3,4,3,1,3,0
10224437954,14.02,2,1,Athletes ,Professional ,Competitive ,1,2,2,3,5,5,4,5,3,2,1,4,3,3,3,3,3,Not sure,3,3,3,3,2,11,0
10224439418,2.47,1,4,Swimming,Michael phelps,Tokyo,4,1,4,1,4,3,3,2,1,3,4,5,5,3,5,3,3,Big ,3,3,2,2,1,11,0
10224443731,4.53,1,4,International,Cheating ,Medals,2,2,5,2,5,5,1,5,2,1,4,3,1,5,2,1,1,Increased costs and increased crime.,2,2,1,3,1,10,0
10224446717,5.55,2,2,Basketball,Swimming,Sprint,1,2,1,1,3,5,1,1,2,3,4,5,3,1,0,0,0,Conservative awakening,5,3,3,2,1,5,0
10224447902,2.25,1,3,Awesome,Athletic,Cool,3,2,5,1,4,4,4,3,1,5,2,4,5,4,3,3,4,Big impact,4,4,4,2,1,3,0
10224448684,3.27,2,1,Corruption,Steroids,International ,1,2,4,2,3,4,5,5,1,2,4,3,3,1,2,2,3,Negative ,3,2,3,3,1,3,0
10224451658,3.32,1,4,Swimming ,Skiing ,Michael Phelps ,3,1,4,1,4,4,4,4,1,3,5,2,3,3,3,3,3,Diversity ,3,3,3,2,2,2,0
10224454207,6.35,2,1,Los Angeles,Jamaca,Competition ,1,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,0
10224459626,1.78,1,1,Sports,Best,Fun,1,2,1,3,1,1,1,2,1,3,4,5,3,3,3,3,3,,,,3,2,2,4,0
10224459889,3.1,1,3,Money,Money ,Money,4,2,4,2,3,4,5,5,1,2,3,4,2,1,1,1,1,Everything in general ,1,2,1,3,2,4,0
10224463136,3.65,2,1,Nationalism,Pride,Athletics,1,3,4,2,4,5,3,4,1,2,3,5,0,1,0,2,0,I think it will cause even more congestion in an already overpopulated area. ,3,2,2,2,2,2,0
10224464492,1.68,1,1,And yes ,,,1,2,3,3,4,4,3,1,2,3,4,5,5,1,4,2,4,And I do ,1,4,3,2,2,3,1
10224470089,8.78,1,1,Athletics,Sports,Competitive ,1,2,1,2,2,3,1,1,2,3,4,5,4,3,4,4,4,Financial displacement in many areas.  ,3,2,3,2,1,4,0
10224470870,1.78,1,3,And I will ,,,1,2,3,1,4,1,3,1,2,3,4,5,5,4,2,4,3,And I ,1,5,4,3,2,3,0
10224471766,6.53,2,1,Boring,Meh,Don't care,1,1,4,2,4,5,2,5,1,2,4,3,0,1,2,3,1,"I think the whole thing will be a complete and utter nightmare before, during, and after. LA has enough problems and forcing taxpayers to foot this needless bill when other issues are far more urgent is ridiculous. LA does not need to become more expensive and it does not need the years of construction that this stadium would take. ",2,1,1,3,2,4,0
10224476448,5.32,1,2,USA,tradition,Colors,3,3,2,2,5,4,2,5,1,4,2,3,3,4,3,3,3,not sure,3,2,2,4,2,3,0
10224478098,1.53,1,2,And I will ,,,1,1,4,1,4,3,1,1,2,3,4,5,4,2,2,1,4,And yes you are ,1,4,1,3,2,10,1
10224482589,1.62,1,2,Sport,Ceremony ,Big,3,2,3,1,2,3,2,1,2,3,4,5,2,2,2,2,3,Don’t know,2,1,2,2,2,4,0
10224483399,10.47,1,3,"""Bejing openings""",Russia #1,USA Basketball,4,3,5,2,5,2,1,5,1,2,4,3,5,5,5,5,5,"Well, I'm hoping to see L.A. play it smart and use existing infrastructure's such as the staple center, and other surrounding stadiums. To add and go overboard when L.A. already has so much to offer would be useless  The 2018 FIFA world cup in Russia was held in existing stadiums, and the whole set of citys the games where held at supported everything fantasticly",3,3,4,2,1,1,0
10224484207,1.8,1,1,Medal,Fame,Professional ,1,1,1,1,3,1,2,1,2,3,4,5,1,3,4,1,1,Trash,1,1,1,2,2,4,0
10224484643,5.02,2,2,swimming,track/field,skating,3,2,1,2,5,4,1,1,5,2,3,4,4,5,4,2,2,"before a huge financial impact. Crime will increase, if that is possible in LA. Travelers will not be safe in LA. ",3,3,2,4,2,8,0
10224486298,3.68,1,2,Glory,Athletics ,Track ,2,2,1,2,4,4,1,5,1,2,3,4,3,4,4,4,3,Money,3,3,3,3,2,8,0
10224487456,7.88,1,2,World representation ,Gold Medals,Sports,2,2,3,2,5,5,3,5,1,2,3,4,1,3,3,1,3,Huge recession ,2,1,1,2,1,3,0
10224488283,7.38,2,1,pagentry-opening/closing ceremonies,athletes,competition,1,2,5,2,5,5,1,5,2,1,3,4,0,1,2,1,0,congestion during the games; higher taxes after the games.,3,3,1,5,2,11,0
10224492661,12,2,3,Rings,Torches,Athletes,3,2,5,2,5,4,5,3,1,2,4,5,1,5,3,3,1,Untold crime and general lawlessness...,2,3,1,5,1,4,0
10224493251,4.38,2,1,Sport,Best,Masculine,1,2,1,1,3,2,1,3,5,4,2,1,5,1,4,4,4,"Good tourism, improved infrastructure",3,4,5,3,1,7,0
10224494468,1.22,1,2,I love you ,,,1,2,4,1,4,5,3,2,1,3,4,5,5,2,3,4,4,Yes it ,1,5,4,2,2,3,1
10224494954,5.18,1,4,Fun to watch,Strength ,Champions,2,1,2,2,3,5,4,5,2,3,1,4,3,3,3,3,3,More entertainmemt.,3,3,3,2,2,1,0
10224498735,4.52,2,1,Tight shorts,Wrestling,Bulges ,2,1,2,2,4,5,3,1,2,4,3,5,3,1,4,4,4,Increased cost of living.,3,4,4,2,1,1,0
10224505811,6.63,2,2,waste,fraud,abuse,1,1,4,2,2,3,5,5,2,1,4,3,2,1,2,2,2,not much. Olympics are losing popular interest and attendance will drop.  It will be financial loser.,3,3,1,5,1,6,0
10224505817,7.8,2,3,Competition,Medals,Fun,2,1,1,1,1,2,2,4,1,2,5,3,3,2,3,1,4,"Olympic venues can bring in enormous community revenues afterwards, if the developers/managers are capable of rewarding someone other than themselves.",3,3,5,5,2,5,0
10224506744,5.03,1,3,Athletes ,Countries ,Sports ,1,2,1,2,5,1,2,1,2,3,4,5,3,1,2,4,3,Cost of living ,2,4,2,2,2,2,0
10224508191,4.77,1,2,Medals,USA,Swimming ,2,2,3,2,4,4,4,1,2,4,3,5,4,3,4,4,4,"More traffic, more sales",3,3,3,2,2,1,0
10224510929,5.6,2,1,Countries ,Athletes ,Competition ,1,2,4,2,5,5,5,5,2,3,1,4,3,1,3,3,2,Extremely negative. Only good for the rich,2,1,1,3,2,2,0
10224511136,5.8,1,2,Competition,International,Athletes,2,1,3,2,2,2,1,5,3,2,4,1,3,2,3,3,4,Hopefully bring new businesses and tourists,3,3,4,4,2,8,0
10224516764,8.17,2,1,Gymnastics,Gold Medal,Summer,1,2,1,2,4,5,,4,1,3,2,5,1,4,4,3,2,No idea,3,3,3,4,2,3,0
10224517324,0.63,2,3,Trophie,4 years,Fame,3,1,,,,,,,,,,,,,,,,,,,,,,,0
10224518988,9.68,1,1,people,fun,money,2,1,1,3,1,1,1,5,3,2,1,4,5,1,4,5,4,good ,3,4,5,3,1,1,0
10224519917,4.43,2,2,gold,team ,country,2,2,4,2,3,2,3,5,3,1,4,2,3,3,2,2,3,Traffic problems,2,2,3,4,1,5,0
10224522953,6.45,2,1,countries,competition,Germany,1,2,2,2,1,2,5,5,1,2,3,4,,1,3,3,3,Lots of unnecessary buildings/arenas will be built and never used again.  Problem with homeless people,3,4,2,,,,0
10224529647,6.53,2,1,summer ,winter ,figure skating ,1,2,3,2,3,4,4,5,3,4,1,2,3,1,3,3,3,a negative impact if LA citizens have to pay for them being over budget,2,2,3,2,2,2,0
10224530006,3.75,2,5,Track,Medals,Gold,1,2,1,2,1,1,1,5,1,2,3,4,3,1,3,2,3,Minimal,3,2,3,3,1,10,0
10224532735,8.6,1,3,athletes,crowds,competition,2,1,5,2,4,4,2,5,1,2,3,4,3,2,3,3,3,Increase in tax dollar use for venues that the Olympics require.  After the Olympics there will be venues will be left vacant and unproductive  ,2,3,2,5,1,6,0
10224535319,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224538546,2.02,2,5,No se,No se,No ee,5,3,1,3,1,5,5,1,2,3,4,5,5,2,1,1,1,No lose,4,2,2,2,1,2,0
10224540571,2.47,2,1,fun,entertaining,exciting,1,2,1,1,1,1,1,,2,4,3,1,,,,,,,,,,,,,0
10224546239,3.73,1,3,Cool,Fun,Alright,3,2,3,3,3,3,3,1,2,3,4,5,3,3,3,3,3,It'll be cool when it starts but during and at the end it will be a hassle ,2,2,3,2,1,11,0
10224546730,2.77,1,2,Honor,Hardwork,Sportsmanship ,3,2,3,1,3,2,4,1,2,3,4,5,3,2,3,3,3,,3,3,3,2,1,1,0
10224547006,5.02,2,2,waste,of,time,1,2,4,2,4,1,1,5,2,1,4,3,1,0,3,3,3,Huge tax and economic burden on all California residents. ,1,1,1,5,2,6,0
10224554584,1.57,1,1,Pretentious,Wasteful,Exploitative,1,2,,,,,,,,,,,,,,,,,,,,,,,0
10224556107,6.78,1,1,Extreme,Pinnacle,Patriotism,2,1,1,3,4,4,2,5,4,2,3,1,3,1,3,3,3,"More traffic, construction, and people. Cost of living goes up, and my rent could increase and i might he forced to find a new job or move. I hope the improvements the boring company and the city of la will do to public transportstion help mitigate this. La meeds to move to a 3d underground transit system. Open the riads to affordable housing and parks and publics facilities.",2,2,3,2,1,3,0
10224559577,8.58,1,3,United states,Gold,Competition ,4,2,3,2,4,4,2,5,3,2,4,1,3,2,3,3,3,"Before the games traffic will be even worse, more homelessness and crime. After the rent will skyrocket and the poor will never get out of the rut they are in.",2,2,2,2,2,3,0
10224559883,14.32,1,1,Competition,sports,world wide,2,2,1,1,5,5,1,1,5,3,4,2,0,0,0,0,0,"A good morale impact before, but a bad impact after",2,1,1,2,1,5,0
10224560589,1.53,1,1,Na,Na,Na,1,2,2,2,3,3,3,1,2,3,4,5,2,1,1,2,1,Na,2,1,2,3,2,4,1
10224565155,5.82,1,4,traffic,expense,crowds,1,1,3,2,2,5,3,5,1,2,3,4,,1,3,3,3,traffic,2,2,2,5,2,11,0
10224565372,1.42,2,1,Imvu,Jogo,Mundo,1,2,1,2,,,,,,,,,,,,,,,,,,,,,0
10224565860,4.12,1,4,Los Angeles,Usa,Basketball,2,1,4,2,2,3,1,5,3,1,4,2,3,3,2,2,4,More construction and updates,3,3,3,3,1,6,0
10224567497,6.08,2,1,gymnastics,medals,swimming,3,2,3,2,3,2,4,5,3,1,4,2,2,3,1,2,2,increase revenue to businesses,4,3,3,,,,0
10224572213,3.42,2,2,Heros,Endurance,Power,1,2,2,3,2,3,,,,,,,,,,,,,,,,,,,0
10224574145,7.97,2,2,Gold,Champions ,Patriotism,2,2,5,2,5,5,1,5,2,3,1,4,2,1,1,2,3,Increased traffic and housing costs. Rise in crime.,1,1,1,2,2,6,0
10224577447,2.05,2,1,USA,World,Amazing,1,2,5,2,5,5,5,1,2,3,4,5,1,1,1,1,1,Meh,1,3,1,3,1,3,0
10224582023,3.97,2,1,USA,Gold,Pride,1,2,4,2,1,1,4,5,1,2,4,3,0,4,0,0,5,good for economy,3,,3,3,1,5,0
10224583895,9.2,2,1,international,amateur,excellence,1,2,5,2,5,5,4,5,1,2,3,4,2,1,2,2,1,"The rich will get richer, the poor will get poorer.  There will be conflict at many levels, including intense resentment from those who will be displaced and those who will loose even what little help they now receive so that the city can pay for this spectacle.  Bread and Circuses, especially with no bread, are an even worse idea now than they were in the Roman empire.",2,1,1,5,2,5,0
10224584405,7.18,2,2,Sports,Union,Party ,3,2,2,3,3,3,4,5,1,4,2,3,2,1,3,3,3,"More people will get to know Los Angeles, but at the same time, it will leave some debt.",3,1,2,2,2,1,0
10224584436,6.63,2,1,Bruce,Medal,Run,1,2,1,2,3,5,3,5,1,2,3,4,3,2,3,3,3,"Increased rent prices, high debt",3,2,2,2,2,4,0
10224584578,5.42,1,2,Medals,Countries,Sports,3,2,4,2,5,5,5,5,2,1,3,4,3,1,2,2,2,,,,,,,,0
10224584675,5.92,2,1,Global,Athlete,Event ,1,2,1,2,3,3,2,5,2,3,1,4,2,1,3,3,3,"Increased crime, homelessness and debt ",3,2,2,2,2,4,0
10224584791,4.93,2,3,Nations ,United ,Together,1,2,3,2,5,4,4,2,1,4,3,5,,,,,,,,,,,,,0
10224584879,4.57,2,2,Sports,Foreign,Win,1,2,3,2,4,4,4,5,2,3,1,4,2,1,2,2,2,Bad,3,2,2,2,2,1,0
10224584939,3.42,2,1,Snow,Gym,Wine,1,2,1,3,2,2,1,1,2,3,5,4,1,1,1,1,,Good ,2,2,2,3,2,4,0
10224585118,1.32,2,3,Medals,Sports,Javelin,1,2,4,,,,,,,,,,,,,,,,,,,,,,0
10224585236,5.45,1,3,International,Pride,Sports,3,1,2,2,5,5,3,5,2,4,1,3,4,1,4,3,4,"Improved public transit in preparation for the games. Not too much need to build new stadiums or facilities, so I’m not worried about it running over budget",4,2,4,2,2,4,0
10224585427,2.17,1,5,Maggie Steffens,Water polo,Rings,3,1,3,1,3,5,5,1,2,3,4,5,4,5,5,4,5,A lot,1,1,3,2,2,2,0
10224585459,5.13,2,4,gymnastics ,track,swimming ,1,2,2,2,2,2,2,3,2,1,4,5,3,1,2,2,3,Fiscal issues.,4,2,4,3,2,6,0
10224585744,11.05,2,1,Torch ,runners,medals,1,2,1,2,4,4,3,4,1,3,2,5,3,1,5,0,4,There's a great likelihood that poorer families will lose their housing causing strain on the family's resources for their children's education and the family's well being  ,3,2,2,5,1,11,0
10224586021,11.92,2,3,Winter,Swimming,Gymnastics ,1,2,3,2,2,2,2,5,1,2,3,4,2,1,2,2,2,Traffic is going to get even worse,2,2,1,2,2,2,0
10224587470,9.37,2,4,Faster,Taller,Stronger,1,1,1,2,4,2,3,4,1,3,2,5,3,3,3,3,3,,3,3,2,2,1,4,0
10224587622,3.68,2,3,Gymnastics ,Counties,Sports,3,2,3,2,4,5,3,1,2,3,4,5,4,1,4,5,5,The city is already crowded and I think it’s going to make it so much worse,3,3,3,2,2,2,0
10224587638,3.47,1,2,fun,professional,stressful,3,2,2,1,4,5,4,5,2,3,1,4,4,2,5,5,3,I believe the event will bring out many different types of diversities and allow people to bring together with sports.,4,4,5,2,1,4,0
10224587643,14.5,2,1,Special,Ice skating ,Gymnastics ,1,2,5,2,5,5,5,5,2,3,1,4,3,1,3,3,3,We already have a horrendous problem with homelessness and mental health issues. This will make things worse for already struggling families and individuals.,1,1,1,3,2,3,0
10224587648,6.7,2,2,Unity,Worldwide,Majesty,1,2,2,2,1,2,1,2,1,4,3,5,1,2,3,3,3,It will be wonderful to celebrate the Olympics in LA,3,3,5,4,1,5,0
10224587671,2.07,2,2,Running,Poop,Kachow,1,1,3,3,,4,3,1,2,3,4,5,1,5,2,2,5,Oof,1,2,2,2,1,2,1
10224587853,4.23,1,1,Sport,Event,Health,1,2,4,2,4,5,3,5,1,3,2,4,3,1,2,3,3,A lot of bad impact over homeless people and overall the traffic,2,2,2,3,2,3,0
10224587893,5.88,2,2,Winning,Medal,Athletes ,1,2,5,2,3,5,4,5,1,3,2,4,2,1,2,3,3,Extreme impact ,2,2,2,2,2,4,0
10224588003,1.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224588639,6.58,2,1,Unity,Strength,Sport ,2,2,4,3,3,5,2,5,3,2,1,4,3,2,3,3,4,"Before the games, la may see an increase in business, traffic, etc., however the financial toll on the city will ultimately not be worth it. The homeless population will increase in my opinion ",2,2,2,2,2,10,0
10224588651,1.68,1,2,Javelin,Track,Field,1,2,2,1,3,5,2,2,1,3,4,5,1,1,3,2,1,I'm not sure,1,2,4,2,1,3,0
10224589679,21.22,1,1,Competitive ,Athletes ,Stadiums ,3,2,2,2,3,4,4,5,1,4,2,3,4,1,3,3,3,It’ll bring in good money but not sure if it’ll be more than we have to spend ,3,2,2,3,2,4,0
10224589823,5.57,2,3,Excellence,Pride,Togetherness,1,1,4,2,4,4,1,1,3,2,4,5,3,1,4,3,5,"Prices will go up, traffic will be a great mess",3,3,3,5,1,11,0
10224591063,10.05,2,1,Sports,Competition ,World,1,3,2,2,2,2,1,5,2,3,1,4,3,3,3,3,3,I feel like it will be great for LA tourism and local businesses but not for local residents in poverty.,3,2,3,2,2,3,0
10224592798,1.85,2,1,Snowboarding,Figure skating,Tennis,1,2,1,2,3,4,2,,,,,,,,,,,,,,3,3,2,6,0
10224593155,3.48,2,4,Gold,Silver,Bronze,2,2,1,1,3,2,3,2,1,3,4,5,2,2,3,1,1,Economy ,3,3,2,3,1,3,0
10224593503,1.2,1,3,Running ,Swimming,Hurling,1,2,2,1,3,3,3,1,3,4,2,5,,,,,,,,,,,,,0
10224593714,4.43,2,1,graceful,strong,united,1,2,1,2,3,2,1,5,1,2,4,3,3,1,3,2,3,before the games - a lot of development and influx of business to the city; after the games - heightened taxes,2,2,2,2,2,4,0
10224594203,5.23,2,1,Special,Unique,Athletics,1,2,5,2,5,5,3,5,1,2,3,4,3,1,3,3,3,Already impacted with people and cars. Olympics will be horrible for people.,1,1,1,5,2,4,0
10224594371,8.72,1,2,Circles ,Games ,Corruption ,1,2,4,2,5,5,5,5,2,4,1,3,1,1,1,1,1,Good then not good,1,3,1,3,2,6,0
10224594792,3,2,3,Javelin,Sports,Swimming,1,2,3,2,,,,,,,,,,,,,,,,,,,,,0
10224595390,3.42,2,1,Boring,Not my interest ,People,1,3,1,3,1,1,1,1,2,3,4,5,3,0,0,0,0,Traffic,1,1,1,3,2,2,0
10224598634,3.58,2,2,Challenging ,Power,Country,3,1,3,2,4,4,4,1,2,3,4,5,4,5,4,5,4,A good platform ,2,4,3,3,2,5,0
10224598915,4.93,2,1,Money,Medals,Athletes,1,3,3,2,5,5,3,3,1,4,2,5,3,1,3,3,3,A bad impact overall,3,3,3,3,1,11,0
10224600349,6.07,2,5,universal,medals,competition,2,2,3,2,2,5,5,5,2,4,1,3,1,1,2,2,3,"destroy the city, displace homeless, drain taxpayers money",3,2,1,2,2,11,0
10224600506,0.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224600562,5.38,2,1,TEAM USA,Gymnastics,Skating,2,2,1,2,1,1,1,5,2,1,4,3,2,5,4,2,2,All I can see are negative impacts such as other host cities have encountered.,2,2,1,5,2,11,0
10224604319,0.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224605301,4.88,1,2,Compete,Challenge,Strength,3,1,3,1,4,2,2,3,1,2,4,5,1,,3,2,1,,,,,,,,0
10224605431,5.98,1,3,I don’t know,,,3,2,3,2,3,3,3,1,2,3,4,5,3,3,3,3,3,I don’t know,3,3,3,2,2,3,0
10224605686,27.27,1,3,Games ,Fun ,Entertainment ,2,1,4,2,4,5,5,5,1,3,2,4,2,1,2,3,3,Traffic,2,2,2,3,2,4,0
10224609148,0.12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224610477,3.72,2,3,Sports,Splits ,Awesome ,1,2,1,3,5,5,3,2,4,5,3,1,1,1,4,1,0,No empact,3,4,3,2,1,1,0
10224610521,6.6,2,1,Fire,Running ,Athletes ,1,3,1,3,2,2,2,2,1,3,4,5,0,3,0,3,0,I’m not sure ,3,3,3,2,2,4,0
10224610539,5,2,4,Track and Field,Opening Ceremony,Closing Ceremony,3,3,4,2,4,4,4,1,5,3,2,4,3,5,3,4,3,Tons of traffice and congestion,3,3,2,5,2,6,0
10224613857,0.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224614556,2.47,2,3,Running,Hardwork,Sweat,2,1,2,1,3,2,3,,4,1,5,3,3,5,2,3,3,70%,3,2,3,2,2,1,0
10224615428,1.93,2,1,Gold ,Winning ,Fun ,1,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,0
10224616114,6.53,2,1,Championship ,Gymnastics ,Winning ,1,2,1,1,2,2,1,1,2,3,4,5,1,2,2,2,2,I think it has a good impact on LA,3,3,2,2,2,4,0
